Date;Close
30.11.1970;87.199997
1.12.1970;87.470001
2.12.1970;88.480003
3.12.1970;88.900002
4.12.1970;89.459999
7.12.1970;89.940002
8.12.1970;89.470001
9.12.1970;89.540001
10.12.1970;89.919998
11.12.1970;90.260002
14.12.1970;89.800003
15.12.1970;89.660004
16.12.1970;89.720001
17.12.1970;90.040001
18.12.1970;90.220001
21.12.1970;89.940002
22.12.1970;90.040001
23.12.1970;90.099998
24.12.1970;90.610001
28.12.1970;91.089996
29.12.1970;92.080002
30.12.1970;92.269997
31.12.1970;92.150002
4.01.1971;91.150002
5.01.1971;91.800003
6.01.1971;92.349998
7.01.1971;92.379997
8.01.1971;92.190002
11.01.1971;91.980003
12.01.1971;92.720001
13.01.1971;92.559998
14.01.1971;92.800003
15.01.1971;93.029999
18.01.1971;93.410004
19.01.1971;93.760002
20.01.1971;93.779999
21.01.1971;94.190002
22.01.1971;94.879997
25.01.1971;95.279999
26.01.1971;95.589996
27.01.1971;94.889999
28.01.1971;95.209999
29.01.1971;95.879997
1.02.1971;96.419998
2.02.1971;96.430000
3.02.1971;96.629997
4.02.1971;96.620003
5.02.1971;96.930000
8.02.1971;97.449997
9.02.1971;97.510002
10.02.1971;97.389999
11.02.1971;97.910004
12.02.1971;98.430000
16.02.1971;98.660004
17.02.1971;98.199997
18.02.1971;97.559998
19.02.1971;96.739998
22.02.1971;95.720001
23.02.1971;96.089996
24.02.1971;96.730003
25.02.1971;96.959999
26.02.1971;96.750000
1.03.1971;97.000000
2.03.1971;96.980003
3.03.1971;96.949997
4.03.1971;97.919998
5.03.1971;98.959999
8.03.1971;99.379997
9.03.1971;99.459999
10.03.1971;99.300003
11.03.1971;99.389999
12.03.1971;99.570000
15.03.1971;100.709999
16.03.1971;101.209999
17.03.1971;101.120003
18.03.1971;101.190002
19.03.1971;101.010002
22.03.1971;100.620003
23.03.1971;100.279999
24.03.1971;99.620003
25.03.1971;99.610001
26.03.1971;99.949997
29.03.1971;100.029999
30.03.1971;100.260002
31.03.1971;100.309998
1.04.1971;100.389999
2.04.1971;100.559998
5.04.1971;100.790001
6.04.1971;101.510002
7.04.1971;101.980003
8.04.1971;102.099998
12.04.1971;102.879997
13.04.1971;102.980003
14.04.1971;103.370003
15.04.1971;103.519997
16.04.1971;103.489998
19.04.1971;104.010002
20.04.1971;103.610001
21.04.1971;103.360001
22.04.1971;103.559998
23.04.1971;104.050003
26.04.1971;103.940002
27.04.1971;104.589996
28.04.1971;104.769997
29.04.1971;104.629997
30.04.1971;103.949997
3.05.1971;103.290001
4.05.1971;103.790001
5.05.1971;103.779999
6.05.1971;103.230003
7.05.1971;102.870003
10.05.1971;102.360001
11.05.1971;102.620003
12.05.1971;102.900002
13.05.1971;102.690002
14.05.1971;102.209999
17.05.1971;100.690002
18.05.1971;100.830002
19.05.1971;101.070000
20.05.1971;101.309998
21.05.1971;100.989998
24.05.1971;100.129997
25.05.1971;99.470001
26.05.1971;99.589996
27.05.1971;99.400002
28.05.1971;99.629997
1.06.1971;100.199997
2.06.1971;100.959999
3.06.1971;101.010002
4.06.1971;101.300003
7.06.1971;101.089996
8.06.1971;100.320000
9.06.1971;100.290001
10.06.1971;100.639999
11.06.1971;101.070000
14.06.1971;100.220001
15.06.1971;100.320000
16.06.1971;100.519997
17.06.1971;100.500000
18.06.1971;98.970001
21.06.1971;97.870003
22.06.1971;97.589996
23.06.1971;98.410004
24.06.1971;98.129997
25.06.1971;97.989998
28.06.1971;97.739998
29.06.1971;98.820000
30.06.1971;98.699997
1.07.1971;99.779999
2.07.1971;99.779999
6.07.1971;99.760002
7.07.1971;100.040001
8.07.1971;100.339996
9.07.1971;100.690002
12.07.1971;100.820000
13.07.1971;99.500000
14.07.1971;99.220001
15.07.1971;99.279999
16.07.1971;99.110001
19.07.1971;98.930000
20.07.1971;99.320000
21.07.1971;99.279999
22.07.1971;99.110001
23.07.1971;98.940002
26.07.1971;98.139999
27.07.1971;97.779999
28.07.1971;97.070000
29.07.1971;96.019997
30.07.1971;95.580002
2.08.1971;95.959999
3.08.1971;94.510002
4.08.1971;93.889999
5.08.1971;94.089996
6.08.1971;94.250000
9.08.1971;93.529999
10.08.1971;93.540001
11.08.1971;94.660004
12.08.1971;96.000000
13.08.1971;95.690002
16.08.1971;98.760002
17.08.1971;99.989998
18.08.1971;98.599998
19.08.1971;98.160004
20.08.1971;98.330002
23.08.1971;99.250000
24.08.1971;100.400002
25.08.1971;100.410004
26.08.1971;100.239998
27.08.1971;100.480003
30.08.1971;99.519997
31.08.1971;99.029999
1.09.1971;99.070000
2.09.1971;99.290001
3.09.1971;100.690002
7.09.1971;101.150002
8.09.1971;101.339996
9.09.1971;100.800003
10.09.1971;100.419998
13.09.1971;100.070000
14.09.1971;99.339996
15.09.1971;99.769997
16.09.1971;99.660004
17.09.1971;99.959999
20.09.1971;99.680000
21.09.1971;99.339996
22.09.1971;98.470001
23.09.1971;98.379997
24.09.1971;98.150002
27.09.1971;97.620003
28.09.1971;97.879997
29.09.1971;97.900002
30.09.1971;98.339996
1.10.1971;98.930000
4.10.1971;99.209999
5.10.1971;99.110001
6.10.1971;99.820000
7.10.1971;100.019997
8.10.1971;99.360001
11.10.1971;99.209999
12.10.1971;99.570000
13.10.1971;99.029999
14.10.1971;98.129997
15.10.1971;97.790001
18.10.1971;97.349998
19.10.1971;97.000000
20.10.1971;95.650002
21.10.1971;95.599998
22.10.1971;95.570000
25.10.1971;95.099998
26.10.1971;94.739998
27.10.1971;93.790001
28.10.1971;93.959999
29.10.1971;94.230003
1.11.1971;92.800003
2.11.1971;93.180000
3.11.1971;94.910004
4.11.1971;94.790001
5.11.1971;94.459999
8.11.1971;94.389999
9.11.1971;94.459999
10.11.1971;93.410004
11.11.1971;92.120003
12.11.1971;92.120003
15.11.1971;91.809998
16.11.1971;92.709999
17.11.1971;92.849998
18.11.1971;92.129997
19.11.1971;91.610001
22.11.1971;90.790001
23.11.1971;90.160004
24.11.1971;90.330002
26.11.1971;91.940002
29.11.1971;93.410004
30.11.1971;93.989998
1.12.1971;95.440002
2.12.1971;95.839996
3.12.1971;97.059998
6.12.1971;96.510002
7.12.1971;96.870003
8.12.1971;96.919998
9.12.1971;96.959999
10.12.1971;97.690002
13.12.1971;97.970001
14.12.1971;97.669998
15.12.1971;98.540001
16.12.1971;99.739998
17.12.1971;100.260002
20.12.1971;101.550003
21.12.1971;101.800003
22.12.1971;101.180000
23.12.1971;100.739998
27.12.1971;100.949997
28.12.1971;101.949997
29.12.1971;102.209999
30.12.1971;101.779999
31.12.1971;102.089996
3.01.1972;101.669998
4.01.1972;102.089996
5.01.1972;103.059998
6.01.1972;103.510002
7.01.1972;103.470001
10.01.1972;103.320000
11.01.1972;103.650002
12.01.1972;103.589996
13.01.1972;102.989998
14.01.1972;103.389999
17.01.1972;103.699997
18.01.1972;104.050003
19.01.1972;103.879997
20.01.1972;103.879997
21.01.1972;103.650002
24.01.1972;102.570000
25.01.1972;102.699997
26.01.1972;102.500000
27.01.1972;103.500000
28.01.1972;104.160004
31.01.1972;103.940002
1.02.1972;104.010002
2.02.1972;104.680000
3.02.1972;104.639999
4.02.1972;104.860001
7.02.1972;104.540001
8.02.1972;104.739998
9.02.1972;105.550003
10.02.1972;105.589996
11.02.1972;105.080002
14.02.1972;104.589996
15.02.1972;105.029999
16.02.1972;105.620003
17.02.1972;105.589996
18.02.1972;105.279999
22.02.1972;105.290001
23.02.1972;105.379997
24.02.1972;105.449997
25.02.1972;106.180000
28.02.1972;106.190002
29.02.1972;106.570000
1.03.1972;107.349998
2.03.1972;107.320000
3.03.1972;107.940002
6.03.1972;108.769997
7.03.1972;108.870003
8.03.1972;108.959999
9.03.1972;108.940002
10.03.1972;108.379997
13.03.1972;107.330002
14.03.1972;107.610001
15.03.1972;107.750000
16.03.1972;107.500000
17.03.1972;107.919998
20.03.1972;107.589996
21.03.1972;106.690002
22.03.1972;106.839996
23.03.1972;107.750000
24.03.1972;107.519997
27.03.1972;107.300003
28.03.1972;107.169998
29.03.1972;106.489998
30.03.1972;107.199997
3.04.1972;107.480003
4.04.1972;108.120003
5.04.1972;109.000000
6.04.1972;109.529999
7.04.1972;109.620003
10.04.1972;109.449997
11.04.1972;109.760002
12.04.1972;110.180000
13.04.1972;109.910004
14.04.1972;109.839996
17.04.1972;109.510002
18.04.1972;109.769997
19.04.1972;109.199997
20.04.1972;109.040001
21.04.1972;108.889999
24.04.1972;108.190002
25.04.1972;107.120003
26.04.1972;106.889999
27.04.1972;107.050003
28.04.1972;107.669998
1.05.1972;106.690002
2.05.1972;106.080002
3.05.1972;105.989998
4.05.1972;106.250000
5.05.1972;106.629997
8.05.1972;106.139999
9.05.1972;104.739998
10.05.1972;105.419998
11.05.1972;105.769997
12.05.1972;106.379997
15.05.1972;106.860001
16.05.1972;106.660004
17.05.1972;106.889999
18.05.1972;107.940002
19.05.1972;108.980003
22.05.1972;109.690002
23.05.1972;109.779999
24.05.1972;110.309998
25.05.1972;110.459999
26.05.1972;110.660004
30.05.1972;110.349998
31.05.1972;109.529999
1.06.1972;109.690002
2.06.1972;109.730003
5.06.1972;108.820000
6.06.1972;108.209999
7.06.1972;107.650002
8.06.1972;107.279999
9.06.1972;106.860001
12.06.1972;107.010002
13.06.1972;107.550003
14.06.1972;108.389999
15.06.1972;108.440002
16.06.1972;108.360001
19.06.1972;108.110001
20.06.1972;108.559998
21.06.1972;108.790001
22.06.1972;108.680000
23.06.1972;108.269997
26.06.1972;107.480003
27.06.1972;107.370003
28.06.1972;107.019997
29.06.1972;106.820000
30.06.1972;107.139999
3.07.1972;107.489998
5.07.1972;108.099998
6.07.1972;109.040001
7.07.1972;108.690002
10.07.1972;108.110001
11.07.1972;107.320000
12.07.1972;106.889999
13.07.1972;106.279999
14.07.1972;106.800003
17.07.1972;105.879997
18.07.1972;105.830002
19.07.1972;106.139999
20.07.1972;105.809998
21.07.1972;106.660004
24.07.1972;107.919998
25.07.1972;107.599998
26.07.1972;107.529999
27.07.1972;107.279999
28.07.1972;107.379997
31.07.1972;107.389999
1.08.1972;108.400002
2.08.1972;109.290001
3.08.1972;110.139999
4.08.1972;110.430000
7.08.1972;110.610001
8.08.1972;110.690002
9.08.1972;110.860001
10.08.1972;111.050003
11.08.1972;111.949997
14.08.1972;112.550003
15.08.1972;112.059998
16.08.1972;111.660004
17.08.1972;111.339996
18.08.1972;111.760002
21.08.1972;111.720001
22.08.1972;112.410004
23.08.1972;112.260002
24.08.1972;111.019997
25.08.1972;110.669998
28.08.1972;110.230003
29.08.1972;110.410004
30.08.1972;110.570000
31.08.1972;111.089996
1.09.1972;111.510002
5.09.1972;111.230003
6.09.1972;110.550003
7.09.1972;110.290001
8.09.1972;110.150002
11.09.1972;109.510002
12.09.1972;108.470001
13.09.1972;108.900002
14.09.1972;108.930000
15.09.1972;108.809998
18.09.1972;108.610001
19.09.1972;108.550003
20.09.1972;108.599998
21.09.1972;108.430000
22.09.1972;108.519997
25.09.1972;108.050003
26.09.1972;108.120003
27.09.1972;109.660004
28.09.1972;110.349998
29.09.1972;110.550003
2.10.1972;110.160004
3.10.1972;110.300003
4.10.1972;110.089996
5.10.1972;108.889999
6.10.1972;109.620003
9.10.1972;109.900002
10.10.1972;109.989998
11.10.1972;109.500000
12.10.1972;108.599998
13.10.1972;107.919998
16.10.1972;106.769997
17.10.1972;107.500000
18.10.1972;108.190002
19.10.1972;108.050003
20.10.1972;109.239998
23.10.1972;110.349998
24.10.1972;110.809998
25.10.1972;110.720001
26.10.1972;110.989998
27.10.1972;110.620003
30.10.1972;110.589996
31.10.1972;111.580002
1.11.1972;112.669998
2.11.1972;113.230003
3.11.1972;114.220001
6.11.1972;113.980003
8.11.1972;113.349998
9.11.1972;113.500000
10.11.1972;113.730003
13.11.1972;113.900002
14.11.1972;114.949997
15.11.1972;114.500000
16.11.1972;115.129997
17.11.1972;115.489998
20.11.1972;115.529999
21.11.1972;116.209999
22.11.1972;116.900002
24.11.1972;117.269997
27.11.1972;116.720001
28.11.1972;116.470001
29.11.1972;116.519997
30.11.1972;116.669998
1.12.1972;117.379997
4.12.1972;117.769997
5.12.1972;117.580002
6.12.1972;118.010002
7.12.1972;118.599998
8.12.1972;118.860001
11.12.1972;119.120003
12.12.1972;118.660004
13.12.1972;118.559998
14.12.1972;118.239998
15.12.1972;118.260002
18.12.1972;116.900002
19.12.1972;116.339996
20.12.1972;115.949997
21.12.1972;115.110001
22.12.1972;115.830002
26.12.1972;116.300003
27.12.1972;116.930000
29.12.1972;118.050003
2.01.1973;119.099998
3.01.1973;119.570000
4.01.1973;119.400002
5.01.1973;119.870003
8.01.1973;119.849998
9.01.1973;119.730003
10.01.1973;119.430000
11.01.1973;120.239998
12.01.1973;119.300003
15.01.1973;118.440002
16.01.1973;118.139999
17.01.1973;118.680000
18.01.1973;118.849998
19.01.1973;118.779999
22.01.1973;118.209999
23.01.1973;118.220001
24.01.1973;116.730003
26.01.1973;116.449997
29.01.1973;116.010002
30.01.1973;115.830002
31.01.1973;116.029999
1.02.1973;114.760002
2.02.1973;114.349998
5.02.1973;114.230003
6.02.1973;114.449997
7.02.1973;113.660004
8.02.1973;113.160004
9.02.1973;114.680000
12.02.1973;116.059998
13.02.1973;116.779999
14.02.1973;115.099998
15.02.1973;114.449997
16.02.1973;114.980003
20.02.1973;115.400002
21.02.1973;114.690002
22.02.1973;114.440002
23.02.1973;113.160004
26.02.1973;112.190002
27.02.1973;110.900002
28.02.1973;111.680000
1.03.1973;111.050003
2.03.1973;112.279999
5.03.1973;112.680000
6.03.1973;114.099998
7.03.1973;114.449997
8.03.1973;114.230003
9.03.1973;113.790001
12.03.1973;113.860001
13.03.1973;114.480003
14.03.1973;114.980003
15.03.1973;114.120003
16.03.1973;113.540001
19.03.1973;112.169998
20.03.1973;111.949997
21.03.1973;110.489998
22.03.1973;108.839996
23.03.1973;108.879997
26.03.1973;109.839996
27.03.1973;111.559998
28.03.1973;111.620003
29.03.1973;112.709999
30.03.1973;111.519997
2.04.1973;110.180000
3.04.1973;109.239998
4.04.1973;108.769997
5.04.1973;108.519997
6.04.1973;109.279999
9.04.1973;110.860001
10.04.1973;112.209999
11.04.1973;112.680000
12.04.1973;112.580002
13.04.1973;112.080002
16.04.1973;111.440002
17.04.1973;110.940002
18.04.1973;111.540001
19.04.1973;112.169998
23.04.1973;111.570000
24.04.1973;109.989998
25.04.1973;108.339996
26.04.1973;108.889999
27.04.1973;107.230003
30.04.1973;106.970001
1.05.1973;107.099998
2.05.1973;108.430000
3.05.1973;110.220001
4.05.1973;111.000000
7.05.1973;110.529999
8.05.1973;111.250000
9.05.1973;110.440002
10.05.1973;109.540001
11.05.1973;108.169998
14.05.1973;105.900002
15.05.1973;106.570000
16.05.1973;106.430000
17.05.1973;105.559998
18.05.1973;103.860001
21.05.1973;102.730003
22.05.1973;103.580002
23.05.1973;104.070000
24.05.1973;107.139999
25.05.1973;107.940002
29.05.1973;107.510002
30.05.1973;105.910004
31.05.1973;104.949997
1.06.1973;103.930000
4.06.1973;102.970001
5.06.1973;104.620003
6.06.1973;104.309998
7.06.1973;105.839996
8.06.1973;107.029999
11.06.1973;106.699997
12.06.1973;108.290001
13.06.1973;107.599998
14.06.1973;106.400002
15.06.1973;105.099998
18.06.1973;103.599998
19.06.1973;103.989998
20.06.1973;104.440002
21.06.1973;103.209999
22.06.1973;103.699997
25.06.1973;102.250000
26.06.1973;103.300003
27.06.1973;103.620003
28.06.1973;104.690002
29.06.1973;104.260002
2.07.1973;102.900002
3.07.1973;101.870003
5.07.1973;101.779999
6.07.1973;101.279999
9.07.1973;102.139999
10.07.1973;103.519997
11.07.1973;105.800003
12.07.1973;105.500000
13.07.1973;104.089996
16.07.1973;105.669998
17.07.1973;105.720001
18.07.1973;106.349998
19.07.1973;106.550003
20.07.1973;107.139999
23.07.1973;107.519997
24.07.1973;108.139999
25.07.1973;109.639999
26.07.1973;109.849998
27.07.1973;109.589996
30.07.1973;109.250000
31.07.1973;108.220001
1.08.1973;106.830002
2.08.1973;106.669998
3.08.1973;106.489998
6.08.1973;106.730003
7.08.1973;106.550003
8.08.1973;105.550003
9.08.1973;105.610001
10.08.1973;104.769997
13.08.1973;103.709999
14.08.1973;102.709999
15.08.1973;103.010002
16.08.1973;102.290001
17.08.1973;102.309998
20.08.1973;101.610001
21.08.1973;100.889999
22.08.1973;100.529999
23.08.1973;101.910004
24.08.1973;101.620003
27.08.1973;102.419998
28.08.1973;103.019997
29.08.1973;104.029999
30.08.1973;103.879997
31.08.1973;104.250000
4.09.1973;104.510002
5.09.1973;104.639999
6.09.1973;105.150002
7.09.1973;104.760002
10.09.1973;103.849998
11.09.1973;103.220001
12.09.1973;103.059998
13.09.1973;103.360001
14.09.1973;104.440002
17.09.1973;104.150002
18.09.1973;103.769997
19.09.1973;105.879997
20.09.1973;106.760002
21.09.1973;107.199997
24.09.1973;107.360001
25.09.1973;108.050003
26.09.1973;108.830002
27.09.1973;109.080002
28.09.1973;108.430000
1.10.1973;108.209999
2.10.1973;108.790001
3.10.1973;108.779999
4.10.1973;108.410004
5.10.1973;109.849998
8.10.1973;110.230003
9.10.1973;110.129997
10.10.1973;109.220001
11.10.1973;111.089996
12.10.1973;111.440002
15.10.1973;110.050003
16.10.1973;110.190002
17.10.1973;109.970001
18.10.1973;110.010002
19.10.1973;110.220001
22.10.1973;109.160004
23.10.1973;109.750000
24.10.1973;110.269997
25.10.1973;110.500000
26.10.1973;111.379997
29.10.1973;111.150002
30.10.1973;109.330002
31.10.1973;108.290001
1.11.1973;107.690002
2.11.1973;107.070000
5.11.1973;105.519997
6.11.1973;104.959999
7.11.1973;105.800003
8.11.1973;107.019997
9.11.1973;105.300003
12.11.1973;104.440002
13.11.1973;104.360001
14.11.1973;102.449997
15.11.1973;102.430000
16.11.1973;103.879997
19.11.1973;100.709999
20.11.1973;98.660004
21.11.1973;99.760002
23.11.1973;99.440002
26.11.1973;96.580002
27.11.1973;95.699997
28.11.1973;97.650002
29.11.1973;97.309998
30.11.1973;95.959999
3.12.1973;93.900002
4.12.1973;93.589996
5.12.1973;92.160004
6.12.1973;94.419998
7.12.1973;96.510002
10.12.1973;97.949997
11.12.1973;96.040001
12.12.1973;93.570000
13.12.1973;92.379997
14.12.1973;93.290001
17.12.1973;92.750000
18.12.1973;94.739998
19.12.1973;94.820000
20.12.1973;94.550003
21.12.1973;93.540001
24.12.1973;92.900002
26.12.1973;95.739998
27.12.1973;97.739998
28.12.1973;97.540001
31.12.1973;97.550003
2.01.1974;97.680000
3.01.1974;99.800003
4.01.1974;98.900002
7.01.1974;98.070000
8.01.1974;96.120003
9.01.1974;93.419998
10.01.1974;92.389999
11.01.1974;93.660004
14.01.1974;93.419998
15.01.1974;94.230003
16.01.1974;95.669998
17.01.1974;97.300003
18.01.1974;95.559998
21.01.1974;95.400002
22.01.1974;96.550003
23.01.1974;97.070000
24.01.1974;96.820000
25.01.1974;96.629997
28.01.1974;96.089996
29.01.1974;96.010002
30.01.1974;97.059998
31.01.1974;96.570000
1.02.1974;95.320000
4.02.1974;93.290001
5.02.1974;93.000000
6.02.1974;93.260002
7.02.1974;93.300003
8.02.1974;92.330002
11.02.1974;90.660004
12.02.1974;90.940002
13.02.1974;90.980003
14.02.1974;90.949997
15.02.1974;92.269997
19.02.1974;92.120003
20.02.1974;93.440002
21.02.1974;94.709999
22.02.1974;95.389999
25.02.1974;95.029999
26.02.1974;96.000000
27.02.1974;96.400002
28.02.1974;96.220001
1.03.1974;95.529999
4.03.1974;95.529999
5.03.1974;97.320000
6.03.1974;97.980003
7.03.1974;96.940002
8.03.1974;97.779999
11.03.1974;98.879997
12.03.1974;99.150002
13.03.1974;99.739998
14.03.1974;99.650002
15.03.1974;99.279999
18.03.1974;98.050003
19.03.1974;97.230003
20.03.1974;97.570000
21.03.1974;97.339996
22.03.1974;97.269997
25.03.1974;97.639999
26.03.1974;97.949997
27.03.1974;96.589996
28.03.1974;94.820000
29.03.1974;93.980003
1.04.1974;93.250000
2.04.1974;93.349998
3.04.1974;94.330002
4.04.1974;94.330002
5.04.1974;93.010002
8.04.1974;92.029999
9.04.1974;92.610001
10.04.1974;92.400002
11.04.1974;92.120003
15.04.1974;92.050003
16.04.1974;93.660004
17.04.1974;94.360001
18.04.1974;94.779999
19.04.1974;93.750000
22.04.1974;93.379997
23.04.1974;91.809998
24.04.1974;90.300003
25.04.1974;89.570000
26.04.1974;90.180000
29.04.1974;90.000000
30.04.1974;90.309998
1.05.1974;92.220001
2.05.1974;92.089996
3.05.1974;91.290001
6.05.1974;91.120003
7.05.1974;91.459999
8.05.1974;91.639999
9.05.1974;92.959999
10.05.1974;91.470001
13.05.1974;90.660004
14.05.1974;90.690002
15.05.1974;90.449997
16.05.1974;89.720001
17.05.1974;88.209999
20.05.1974;87.860001
21.05.1974;87.910004
22.05.1974;87.089996
23.05.1974;87.290001
24.05.1974;88.580002
28.05.1974;88.370003
29.05.1974;86.889999
30.05.1974;87.430000
31.05.1974;87.279999
3.06.1974;89.099998
4.06.1974;90.139999
5.06.1974;90.309998
6.06.1974;91.959999
7.06.1974;92.550003
10.06.1974;93.099998
11.06.1974;92.279999
12.06.1974;92.059998
13.06.1974;92.339996
14.06.1974;91.300003
17.06.1974;90.040001
18.06.1974;89.449997
19.06.1974;88.839996
20.06.1974;88.209999
21.06.1974;87.459999
24.06.1974;87.690002
25.06.1974;88.980003
26.06.1974;87.610001
27.06.1974;86.309998
28.06.1974;86.000000
1.07.1974;86.019997
2.07.1974;84.300003
3.07.1974;84.250000
5.07.1974;83.660004
8.07.1974;81.089996
9.07.1974;81.480003
10.07.1974;79.989998
11.07.1974;79.889999
12.07.1974;83.150002
15.07.1974;83.779999
16.07.1974;82.809998
17.07.1974;83.699997
18.07.1974;83.779999
19.07.1974;83.540001
22.07.1974;83.809998
23.07.1974;84.650002
24.07.1974;84.989998
25.07.1974;83.980003
26.07.1974;82.400002
29.07.1974;80.940002
30.07.1974;80.500000
31.07.1974;79.309998
1.08.1974;78.750000
2.08.1974;78.589996
5.08.1974;79.290001
6.08.1974;80.519997
7.08.1974;82.650002
8.08.1974;81.570000
9.08.1974;80.860001
12.08.1974;79.750000
13.08.1974;78.489998
14.08.1974;76.730003
15.08.1974;76.300003
16.08.1974;75.669998
19.08.1974;74.570000
20.08.1974;74.949997
21.08.1974;73.510002
22.08.1974;72.800003
23.08.1974;71.550003
26.08.1974;72.160004
27.08.1974;70.940002
28.08.1974;70.760002
29.08.1974;69.989998
30.08.1974;72.150002
3.09.1974;70.519997
4.09.1974;68.690002
5.09.1974;70.870003
6.09.1974;71.419998
9.09.1974;69.720001
10.09.1974;69.239998
11.09.1974;68.550003
12.09.1974;66.709999
13.09.1974;65.199997
16.09.1974;66.260002
17.09.1974;67.379997
18.09.1974;67.720001
19.09.1974;70.089996
20.09.1974;70.139999
23.09.1974;69.419998
24.09.1974;68.019997
25.09.1974;67.570000
26.09.1974;66.459999
27.09.1974;64.940002
30.09.1974;63.540001
1.10.1974;63.389999
2.10.1974;63.380001
3.10.1974;62.279999
4.10.1974;62.340000
7.10.1974;64.949997
8.10.1974;64.839996
9.10.1974;67.820000
10.10.1974;69.790001
11.10.1974;71.139999
14.10.1974;72.739998
15.10.1974;71.440002
16.10.1974;70.330002
17.10.1974;71.169998
18.10.1974;72.279999
21.10.1974;73.500000
22.10.1974;73.129997
23.10.1974;71.029999
24.10.1974;70.220001
25.10.1974;70.120003
28.10.1974;70.089996
29.10.1974;72.830002
30.10.1974;74.309998
31.10.1974;73.900002
1.11.1974;73.879997
4.11.1974;73.080002
5.11.1974;75.110001
6.11.1974;74.750000
7.11.1974;75.209999
8.11.1974;74.910004
11.11.1974;75.150002
12.11.1974;73.669998
13.11.1974;73.349998
14.11.1974;73.059998
15.11.1974;71.910004
18.11.1974;69.269997
19.11.1974;68.199997
20.11.1974;67.900002
21.11.1974;68.180000
22.11.1974;68.900002
