Date,Open,Close,Diff,ShortMA,LongMA,Trend,Unusual
2002-08-22,949.36,962.7,1.405,928.16,1005.86,0,0.0
2002-08-23,962.7,940.86,-2.269,926.79,1004.02,0,0.0
2002-08-26,940.86,947.95,0.754,925.6,1002.23,0,0.0
2002-08-27,947.95,934.82,-1.385,923.58,1000.35,0,0.0
2002-08-28,934.82,917.87,-1.813,921.19,998.28,-1,0.0
2002-08-29,917.87,917.8,-0.008,919.15,996.28,-1,0.0
2002-08-30,917.8,916.07,-0.188,917.34,994.13,-1,0.0
2002-09-03,916.07,878.02,-4.154,915.12,991.88,-1,0.0
2002-09-04,878.02,893.4,1.752,913.13,989.7,-1,0.0
2002-09-05,893.4,879.15,-1.595,911.19,987.47,-1,0.0
2002-09-06,879.15,893.92,1.68,909.6,985.12,-1,0.0
2002-09-09,893.92,902.96,1.011,907.85,982.89,-1,0.0
2002-09-10,902.96,909.58,0.733,906.24,980.74,0,0.0
2002-09-11,910.63,909.45,-0.13,905.06,978.59,0,0.0
2002-09-12,909.45,886.91,-2.478,903.84,976.38,-1,0.0
2002-09-13,886.91,889.81,0.327,902.55,974.27,-1,0.0
2002-09-16,889.81,891.1,0.145,900.59,972.24,-1,0.0
2002-09-17,891.1,873.52,-1.973,898.52,970.07,-1,0.0
2002-09-18,873.52,869.46,-0.465,896.86,968.0,-1,0.0
2002-09-19,869.46,843.32,-3.006,895.31,965.78,-1,0.0
2002-09-20,843.32,845.39,0.245,893.67,963.46,-1,0.0
2002-09-23,845.39,833.7,-1.383,891.92,960.93,-1,0.0
2002-09-24,833.7,819.29,-1.728,889.95,958.28,-1,0.0
2002-09-25,819.27,839.66,2.489,888.72,955.94,-1,0.0
2002-09-26,839.66,854.95,1.821,887.7,953.96,-1,0.0
2002-09-27,854.95,827.37,-3.226,886.61,951.74,-1,0.0
2002-09-30,827.37,815.28,-1.461,885.97,949.01,-1,0.0
2002-10-01,815.28,847.91,4.002,886.53,946.76,-1,0.0
2002-10-02,843.77,827.91,-1.88,887.13,944.49,-1,0.0
2002-10-03,827.91,818.95,-1.082,886.64,941.93,-1,0.0
2002-10-04,818.95,800.58,-2.243,885.88,938.96,-1,0.0
2002-10-07,800.58,785.28,-1.911,884.53,935.9,-1,0.0
2002-10-08,785.28,798.55,1.69,882.52,932.91,-1,0.0
2002-10-09,798.55,776.76,-2.729,880.0,929.61,-1,0.0
2002-10-10,776.76,803.92,3.497,877.85,926.73,-1,0.0
2002-10-11,803.92,835.32,3.906,876.86,924.28,-1,0.0
2002-10-14,835.32,841.44,0.733,876.4,921.84,-1,0.0
2002-10-15,841.44,881.27,4.734,877.34,919.68,0,0.0
2002-10-16,881.27,860.02,-2.411,877.34,917.44,-1,0.0
2002-10-17,860.02,879.2,2.23,877.39,915.49,0,0.0
2002-10-18,879.2,884.39,0.59,876.97,913.66,0,0.0
2002-10-21,884.39,899.72,1.733,876.79,912.01,0,0.0
2002-10-22,899.72,890.16,-1.063,876.52,910.24,0,0.0
2002-10-23,890.16,896.14,0.672,876.76,908.79,0,0.0
2002-10-24,896.14,882.5,-1.522,876.02,907.21,0,0.0
2002-10-25,882.5,897.65,1.717,875.37,905.69,0,0.0
2002-10-28,897.65,890.23,-0.827,874.59,904.3,0,0.0
2002-10-29,890.23,882.15,-0.908,873.22,902.84,0,0.0
2002-10-30,882.15,890.71,0.97,872.29,901.44,0,0.0
2002-10-31,890.71,885.76,-0.556,871.02,900.17,0,0.0
2002-11-01,885.76,900.96,1.716,869.78,898.97,0,0.0
2002-11-04,900.96,908.35,0.82,869.13,897.96,0,0.0
2002-11-05,908.35,915.39,0.775,868.48,897.04,0,0.0
2002-11-06,915.39,923.76,0.914,868.26,895.92,0,0.0
2002-11-07,923.76,902.65,-2.285,867.95,894.57,0,0.0
2002-11-08,902.65,894.74,-0.876,867.49,893.32,0,0.0
2002-11-11,894.74,876.19,-2.073,866.7,892.02,0,0.0
2002-11-12,876.19,882.95,0.772,866.79,890.96,0,0.0
2002-11-13,882.95,882.53,-0.048,866.58,889.86,0,0.0
2002-11-14,882.53,904.27,2.463,867.08,889.14,0,0.0
2002-11-15,904.27,909.83,0.615,867.4,888.5,0,0.0
2002-11-18,909.83,900.36,-1.041,867.35,887.6,0,0.0
2002-11-19,900.36,896.74,-0.402,867.09,886.67,0,0.0
2002-11-20,896.74,914.15,1.941,867.18,886.12,0,0.0
2002-11-21,914.15,933.76,2.145,868.12,885.98,0,0.0
2002-11-22,933.76,930.55,-0.344,868.93,885.74,0,0.0
2002-11-25,930.55,932.88,0.25,869.77,885.18,0,0.0
2002-11-26,932.87,913.31,-2.097,870.57,884.55,0,0.0
2002-11-27,913.31,938.87,2.799,871.95,884.41,0,0.0
2002-11-29,938.87,936.31,-0.273,873.81,884.56,0,0.0
2002-12-02,936.31,934.53,-0.19,875.6,884.64,0,1.0
2002-12-03,934.53,920.75,-1.475,877.34,884.63,0,0.0
2002-12-04,920.75,917.57,-0.345,879.3,884.63,0,0.0
2002-12-05,917.58,906.55,-1.202,880.64,884.68,0,0.0
2002-12-06,906.55,912.23,0.627,881.79,884.74,0,0.0
2002-12-09,912.23,892.0,-2.218,883.08,884.85,0,0.0
2002-12-10,892.0,904.45,1.396,884.86,885.41,0,0.0
2002-12-11,904.45,904.96,0.056,886.0,886.27,0,0.0
2002-12-12,904.96,901.59,-0.372,887.48,887.3,1,0.0
2002-12-13,901.58,889.48,-1.342,888.89,887.76,1,0.0
2002-12-16,889.48,910.4,2.352,891.08,888.48,1,0.0
2002-12-17,910.4,902.99,-0.814,893.44,888.98,1,0.0
2002-12-18,902.99,891.12,-1.315,895.29,888.91,0,0.0
2002-12-19,890.02,884.25,-0.648,897.44,888.72,0,0.0
2002-12-20,884.25,895.75,1.301,899.28,888.56,0,0.0
2002-12-23,895.74,897.38,0.183,900.52,888.69,0,0.0
2002-12-24,897.38,892.47,-0.547,901.54,888.97,0,0.0
2002-12-26,892.47,889.66,-0.315,901.71,889.52,0,0.0
2002-12-27,889.66,875.4,-1.603,902.01,889.68,0,0.0
2002-12-30,875.4,879.39,0.456,902.02,889.71,0,0.0
2002-12-31,879.39,879.82,0.049,901.93,889.45,0,0.0
2003-01-02,879.82,909.03,3.32,902.11,889.45,1,0.0
2003-01-03,909.03,908.59,-0.048,902.48,889.5,1,0.0
2003-01-06,908.59,929.01,2.247,903.14,889.95,1,0.0
2003-01-07,929.01,922.93,-0.654,903.95,889.98,1,0.0
2003-01-08,922.93,909.93,-1.409,904.19,889.78,1,0.0
2003-01-09,909.93,927.58,1.94,904.94,889.77,1,0.0
2003-01-10,927.58,927.57,-0.001,905.85,889.54,1,0.0
2003-01-13,927.57,926.26,-0.141,906.56,889.42,1,0.0
2003-01-14,926.26,931.66,0.583,907.48,889.25,1,0.0
2003-01-15,931.66,918.22,-1.443,907.82,888.8,1,0.0
2003-01-16,918.22,914.6,-0.394,907.95,888.54,1,0.0
2003-01-17,914.6,901.78,-1.402,907.68,888.08,0,0.0
2003-01-21,901.78,887.62,-1.57,906.95,887.61,0,0.0
2003-01-22,887.62,878.36,-1.043,906.47,887.21,0,0.0
2003-01-23,878.36,887.34,1.022,906.32,886.91,0,0.0
2003-01-24,887.34,861.4,-2.923,906.02,886.36,0,0.0
2003-01-27,861.4,847.48,-1.616,905.31,886.05,0,0.0
2003-01-28,847.48,858.54,1.305,904.83,885.71,0,0.0
2003-01-29,858.54,864.36,0.678,904.04,885.56,0,0.0
2003-01-30,864.36,844.61,-2.285,902.73,885.06,0,0.0
2003-01-31,844.61,855.7,1.313,901.84,884.59,0,0.0
2003-02-03,855.7,860.32,0.54,901.11,884.1,0,0.0
2003-02-04,860.32,848.2,-1.409,899.79,883.49,0,0.0
2003-02-05,848.2,843.59,-0.544,897.99,883.05,0,0.0
2003-02-06,843.59,838.15,-0.645,896.14,882.54,0,0.0
2003-02-07,838.15,829.69,-1.009,894.08,881.92,0,0.0
2003-02-10,829.69,835.97,0.757,892.53,881.55,0,0.0
2003-02-11,835.97,829.2,-0.81,890.33,881.14,0,0.0
2003-02-12,829.2,818.68,-1.269,887.98,880.9,0,0.0
2003-02-13,818.68,817.37,-0.16,885.64,880.62,0,0.0
2003-02-14,817.37,834.89,2.143,883.92,880.63,0,0.0
2003-02-18,834.89,851.17,1.95,882.59,880.95,0,0.0
2003-02-19,851.17,845.13,-0.71,881.37,881.0,0,0.0
2003-02-20,845.13,837.1,-0.95,879.86,880.82,-1,0.0
2003-02-21,837.1,848.17,1.322,878.99,881.03,-1,0.0
2003-02-24,848.17,832.58,-1.838,877.55,881.21,-1,0.0
2003-02-25,832.58,838.57,0.719,876.22,881.11,-1,0.0
2003-02-26,838.57,827.55,-1.314,874.74,881.11,-1,0.0
2003-02-27,827.55,837.28,1.176,873.7,881.29,-1,0.0
2003-02-28,837.28,841.15,0.462,872.31,881.7,-1,0.0
2003-03-03,841.15,834.81,-0.754,870.95,882.19,-1,1.0
2003-03-04,834.81,821.99,-1.536,869.56,882.43,-1,0.0
2003-03-05,821.99,829.85,0.956,868.48,882.96,-1,0.0
2003-03-06,829.85,822.1,-0.934,867.0,883.14,-1,0.0
2003-03-07,822.1,828.89,0.826,865.63,883.08,-1,0.0
2003-03-10,828.89,807.48,-2.583,863.93,882.74,-1,0.0
2003-03-11,807.48,800.73,-0.836,862.16,881.93,-1,0.0
2003-03-12,800.73,804.19,0.432,860.73,881.37,-1,0.0
2003-03-13,804.19,831.9,3.446,859.78,880.9,-1,0.0
2003-03-14,831.89,833.27,0.166,858.85,880.39,-1,0.0
2003-03-17,833.27,862.79,3.543,857.93,880.02,0,0.0
2003-03-18,862.79,866.45,0.424,857.08,879.78,0,0.0
2003-03-19,866.45,874.02,0.874,855.98,879.56,0,0.0
2003-03-20,874.02,875.67,0.189,855.04,879.49,0,0.0
2003-03-21,875.84,895.79,2.278,854.76,879.47,0,0.0
2003-03-24,895.79,864.23,-3.523,853.49,879.21,0,0.0
2003-03-25,864.23,874.74,1.216,852.43,879.14,0,0.0
2003-03-26,874.74,869.95,-0.548,851.31,878.93,0,0.0
2003-03-27,869.95,868.52,-0.164,850.04,878.76,0,0.0
2003-03-28,868.52,863.5,-0.578,848.95,878.39,0,0.0
2003-03-31,863.5,848.18,-1.774,847.62,877.78,0,0.0
2003-04-01,848.18,858.48,1.214,846.75,877.21,0,1.0
2003-04-02,858.48,880.9,2.612,846.62,876.79,0,0.0
2003-04-03,880.9,876.45,-0.505,846.58,876.52,0,0.0
2003-04-04,876.45,878.85,0.274,846.41,876.36,0,0.0
2003-04-07,878.85,879.93,0.123,846.78,876.4,0,0.0
2003-04-08,879.93,878.29,-0.186,847.4,876.36,0,0.0
2003-04-09,878.29,865.99,-1.4,847.55,876.19,0,0.0
2003-04-10,865.99,871.58,0.646,847.69,875.86,0,0.0
2003-04-11,871.58,868.3,-0.376,848.17,875.45,0,0.0
2003-04-14,868.3,885.23,1.95,848.76,875.3,0,0.0
2003-04-15,885.23,890.81,0.63,849.37,875.24,0,0.0
2003-04-16,890.81,879.91,-1.224,850.0,874.9,0,0.0
2003-04-17,879.91,893.58,1.554,851.0,874.49,0,0.0
2003-04-21,893.58,892.01,-0.176,852.08,874.11,0,0.0
2003-04-22,892.01,911.37,2.17,853.71,873.89,0,0.0
2003-04-23,911.37,919.02,0.839,855.37,873.95,0,0.0
2003-04-24,919.02,911.43,-0.826,857.02,873.68,0,0.0
2003-04-25,911.43,898.81,-1.385,858.62,873.3,0,0.0
2003-04-28,898.81,914.84,1.783,860.57,873.1,0,0.0
2003-04-29,914.84,917.84,0.328,862.23,873.07,0,0.0
2003-04-30,917.84,916.92,-0.1,863.54,873.07,0,0.0
2003-05-01,916.92,916.3,-0.068,864.97,873.17,0,1.0
2003-05-02,916.3,930.08,1.504,866.83,873.34,0,0.0
2003-05-05,930.08,926.55,-0.38,868.39,873.69,0,0.0
2003-05-06,926.55,934.39,0.846,870.43,873.99,0,0.0
2003-05-07,934.39,929.62,-0.51,872.25,874.24,0,0.0
2003-05-08,929.62,920.27,-1.006,874.1,874.42,0,0.0
2003-05-09,920.27,933.41,1.428,876.03,874.86,1,0.0
2003-05-12,933.41,945.11,1.253,878.11,875.21,1,0.0
2003-05-13,945.11,942.3,-0.297,880.26,875.6,1,0.0
2003-05-14,942.3,939.28,-0.32,882.6,876.08,1,0.0
2003-05-15,939.28,946.67,0.787,884.94,876.71,1,0.0
2003-05-16,946.67,944.3,-0.25,887.38,877.19,1,0.0
2003-05-19,944.3,920.77,-2.492,889.22,877.43,1,0.0
2003-05-20,920.77,919.73,-0.113,891.47,877.7,1,0.0
2003-05-21,919.73,923.42,0.401,893.92,878.04,1,0.0
2003-05-22,923.42,931.87,0.915,896.47,878.6,1,0.0
2003-05-23,931.87,933.22,0.145,898.5,879.14,1,0.0
2003-05-27,933.22,951.48,1.957,900.86,879.86,1,0.0
2003-05-28,951.48,953.22,0.183,902.67,880.3,1,0.0
2003-05-29,953.22,949.64,-0.376,904.34,880.71,1,0.0
2003-05-30,949.64,963.59,1.469,906.13,881.06,1,0.0
2003-06-02,963.59,967.0,0.354,907.95,881.5,1,0.0
2003-06-03,967.0,971.56,0.472,909.47,882.11,1,0.0
2003-06-04,971.56,986.24,1.511,911.91,882.7,1,0.0
2003-06-05,986.24,990.14,0.395,914.22,883.32,1,0.0
2003-06-06,990.14,987.76,-0.24,916.57,883.94,1,0.0
2003-06-09,987.76,975.93,-1.198,918.72,884.38,1,0.0
2003-06-10,975.93,984.84,0.913,921.15,885.05,1,0.0
2003-06-11,984.84,997.48,1.283,924.13,885.88,1,0.0
2003-06-12,997.48,998.51,0.103,926.93,886.84,1,0.0
2003-06-13,998.51,988.61,-0.991,929.09,887.85,1,0.0
2003-06-16,988.61,1010.74,2.238,931.77,889.18,1,0.0
2003-06-17,1010.74,1011.66,0.091,934.43,890.42,1,0.0
2003-06-18,1011.66,1010.09,-0.155,937.03,891.91,1,0.0
2003-06-19,1010.09,994.7,-1.524,939.36,893.38,1,0.0
2003-06-20,994.7,995.69,0.1,941.96,894.75,1,0.0
2003-06-23,995.69,981.64,-1.411,944.16,895.92,1,0.0
2003-06-24,981.64,983.45,0.184,946.46,897.31,1,0.0
2003-06-25,983.45,975.32,-0.827,948.26,898.51,1,0.0
2003-06-26,975.32,985.82,1.077,950.16,899.76,1,0.0
2003-06-27,985.82,976.22,-0.974,952.09,901.04,1,0.0
2003-06-30,976.22,974.5,-0.176,953.71,902.35,1,0.0
2003-07-01,974.5,982.32,0.802,955.51,903.8,1,0.0
2003-07-02,982.32,993.75,1.164,957.16,905.44,1,0.0
2003-07-03,993.75,985.7,-0.81,958.49,906.93,1,0.0
2003-07-07,985.7,1004.42,1.899,960.35,908.69,1,0.0
2003-07-08,1004.42,1007.84,0.34,962.53,910.58,1,0.0
2003-07-09,1007.84,1002.21,-0.559,964.28,912.43,1,0.0
2003-07-10,1002.21,988.7,-1.348,965.7,913.96,1,0.0
2003-07-11,988.7,998.14,0.955,967.32,915.43,1,0.0
2003-07-14,998.14,1003.86,0.573,969.08,917.02,1,0.0
2003-07-15,1003.86,1000.42,-0.343,970.48,918.65,1,0.0
2003-07-16,1000.42,994.0,-0.642,971.83,920.11,1,0.0
2003-07-17,994.0,981.73,-1.234,972.78,921.6,1,0.0
2003-07-18,981.73,993.32,1.181,974.05,923.15,1,0.0
2003-07-21,993.32,978.8,-1.462,975.22,924.66,1,0.0
2003-07-22,978.8,988.11,0.951,976.32,926.17,1,0.0
2003-07-23,988.11,988.61,0.051,977.19,927.65,1,0.0
2003-07-24,988.61,981.6,-0.709,977.97,929.11,1,0.0
2003-07-25,981.6,998.68,1.74,979.16,930.88,1,0.0
2003-07-28,998.68,996.52,-0.216,980.16,932.55,1,0.0
2003-07-29,996.52,989.28,-0.727,981.06,934.22,1,0.0
2003-07-30,989.28,987.49,-0.181,982.39,935.81,1,0.0
2003-07-31,987.49,990.31,0.286,983.8,937.63,1,0.0
2003-08-01,990.31,980.15,-1.026,984.94,939.43,0,0.0
2003-08-04,980.15,982.82,0.272,985.96,941.21,0,0.0
2003-08-05,982.82,965.46,-1.766,986.6,942.55,0,0.0
2003-08-06,965.46,967.08,0.168,986.91,943.89,0,0.0
2003-08-07,967.08,974.12,0.728,987.33,945.0,0,0.0
2003-08-08,974.12,977.59,0.356,987.89,946.11,0,0.0
2003-08-11,977.59,980.59,0.307,988.23,947.18,0,0.0
2003-08-12,980.59,990.35,0.995,988.7,948.33,1,0.0
2003-08-13,990.35,984.03,-0.638,988.95,949.21,0,0.0
2003-08-14,984.03,990.51,0.659,989.03,950.47,1,0.0
2003-08-15,990.51,990.67,0.016,989.04,951.63,1,0.0
2003-08-18,990.67,999.74,0.916,989.28,952.93,1,0.0
2003-08-19,999.74,1002.35,0.261,989.81,954.27,1,0.0
2003-08-20,1002.35,1000.3,-0.205,990.12,955.63,1,0.0
2003-08-21,1000.3,1003.27,0.297,990.24,957.18,1,0.0
2003-08-22,1003.27,993.06,-1.018,990.13,958.53,1,0.0
2003-08-25,993.06,993.71,0.065,990.23,959.66,1,0.0
2003-08-26,993.71,996.73,0.304,989.95,960.86,1,0.0
2003-08-27,996.73,996.79,0.006,989.65,962.04,1,0.0
2003-08-28,996.79,1002.84,0.607,989.51,963.27,1,0.0
2003-08-29,1002.84,1008.01,0.516,989.77,964.57,1,0.0
2003-09-02,1008.01,1021.99,1.387,990.3,966.13,1,0.0
2003-09-03,1021.99,1026.27,0.419,991.19,967.67,1,0.0
2003-09-04,1026.27,1027.97,0.166,992.08,969.27,1,0.0
2003-09-05,1027.97,1021.39,-0.64,993.0,970.63,1,0.0
2003-09-08,1021.39,1031.64,1.004,993.92,972.04,1,0.0
2003-09-09,1031.64,1023.17,-0.821,994.86,973.47,1,0.0
2003-09-10,1023.17,1010.92,-1.197,995.59,974.65,1,0.0
2003-09-11,1010.92,1016.42,0.544,996.27,975.89,1,0.0
2003-09-12,1016.42,1018.63,0.217,996.77,976.96,1,0.0
2003-09-15,1018.63,1014.81,-0.375,997.35,977.92,1,0.0
2003-09-16,1014.81,1029.32,1.43,997.85,979.1,1,0.0
2003-09-17,1029.32,1025.97,-0.325,998.21,980.37,1,0.0
2003-09-18,1025.97,1039.58,1.327,998.96,981.62,1,0.0
2003-09-19,1039.58,1036.3,-0.316,999.91,982.8,1,0.0
2003-09-22,1036.3,1022.82,-1.301,1000.4,983.86,1,0.0
2003-09-23,1022.82,1029.03,0.607,1000.91,984.99,1,0.0
2003-09-24,1029.03,1009.38,-1.91,1001.08,985.78,1,0.0
2003-09-25,1009.38,1003.27,-0.605,1001.27,986.55,1,0.0
2003-09-26,1003.27,996.85,-0.64,1001.57,987.18,0,0.0
2003-09-29,996.85,1006.58,0.976,1001.84,987.94,1,0.0
2003-09-30,1006.58,995.97,-1.054,1002.18,988.7,0,0.0
2003-10-01,995.97,1018.22,2.234,1002.78,989.55,1,0.0
2003-10-02,1018.22,1020.24,0.198,1003.42,990.3,1,0.0
2003-10-03,1020.24,1029.85,0.942,1004.38,991.18,1,0.0
2003-10-06,1029.85,1034.35,0.437,1005.09,992.13,1,0.0
2003-10-07,1034.35,1039.25,0.474,1005.95,993.05,1,0.0
2003-10-08,1039.25,1033.78,-0.526,1006.84,993.95,1,0.0
2003-10-09,1033.78,1038.73,0.479,1007.86,995.13,1,0.0
2003-10-10,1038.73,1038.06,-0.065,1008.82,996.31,1,0.0
2003-10-13,1038.06,1045.35,0.702,1010.12,997.53,1,0.0
2003-10-14,1045.35,1049.48,0.395,1011.46,998.71,1,0.0
2003-10-15,1049.48,1046.76,-0.259,1013.08,999.84,1,0.0
2003-10-16,1046.76,1050.07,0.316,1014.74,1000.83,1,0.0
2003-10-17,1050.07,1039.32,-1.024,1016.05,1001.69,1,0.0
2003-10-20,1039.32,1044.68,0.516,1017.39,1002.64,1,0.0
2003-10-21,1044.68,1046.03,0.129,1018.7,1003.46,1,0.0
2003-10-22,1046.03,1030.36,-1.498,1019.5,1004.1,1,0.0
2003-10-23,1030.36,1033.77,0.331,1020.49,1004.72,1,0.0
2003-10-24,1033.77,1028.91,-0.47,1021.26,1005.15,1,0.0
2003-10-27,1028.91,1031.13,0.216,1022.07,1005.56,1,0.0
2003-10-28,1031.13,1046.79,1.519,1023.01,1006.15,1,0.0
2003-10-29,1046.79,1048.11,0.126,1023.92,1006.87,1,0.0
2003-10-30,1048.11,1046.94,-0.112,1024.86,1007.49,1,0.0
2003-10-31,1046.94,1050.71,0.36,1025.81,1008.02,1,0.0
2003-11-03,1050.71,1059.02,0.791,1027.13,1008.63,1,0.0
2003-11-04,1059.02,1053.25,-0.545,1028.32,1009.27,1,0.0
2003-11-05,1053.25,1051.81,-0.137,1029.42,1009.68,1,0.0
2003-11-06,1051.81,1058.05,0.593,1030.64,1010.15,1,0.0
2003-11-07,1058.05,1053.21,-0.457,1031.65,1010.58,1,0.0
2003-11-10,1053.21,1047.11,-0.579,1032.43,1011.1,1,0.0
2003-11-11,1047.11,1046.57,-0.052,1032.92,1011.61,1,0.0
2003-11-12,1046.57,1058.56,1.146,1033.57,1012.38,1,0.0
2003-11-13,1058.56,1058.41,-0.014,1034.18,1013.13,1,0.0
2003-11-14,1058.41,1050.35,-0.762,1034.76,1013.88,1,0.0
2003-11-17,1050.35,1043.63,-0.64,1035.0,1014.46,1,0.0
2003-11-18,1043.63,1034.15,-0.908,1035.22,1015.04,0,0.0
2003-11-19,1034.15,1042.44,0.802,1035.85,1015.72,1,0.0
2003-11-20,1042.44,1033.65,-0.843,1036.19,1016.23,0,0.0
2003-11-21,1033.65,1035.28,0.158,1036.53,1016.65,0,0.0
2003-11-24,1035.28,1052.08,1.623,1037.27,1017.31,1,0.0
2003-11-25,1052.08,1053.89,0.172,1037.76,1017.8,1,0.0
2003-11-26,1053.89,1058.45,0.433,1038.41,1018.31,1,0.0
2003-11-28,1058.45,1058.2,-0.024,1038.78,1018.87,1,0.0
2003-12-01,1058.2,1070.12,1.126,1039.46,1019.68,1,0.0
2003-12-02,1070.12,1066.62,-0.327,1040.34,1020.37,1,0.0
2003-12-03,1066.62,1064.73,-0.177,1041.05,1020.98,1,0.0
2003-12-04,1064.73,1069.72,0.469,1042.26,1021.67,1,0.0
2003-12-05,1069.72,1061.5,-0.768,1043.42,1022.35,1,0.0
2003-12-08,1061.5,1069.3,0.735,1044.87,1023.22,1,0.0
2003-12-09,1069.3,1060.18,-0.853,1045.94,1023.89,1,0.0
2003-12-10,1060.18,1059.05,-0.107,1047.2,1024.69,1,0.0
2003-12-11,1059.05,1071.21,1.148,1048.26,1025.52,1,0.0
2003-12-12,1071.21,1074.14,0.274,1049.34,1026.38,1,0.0
2003-12-15,1074.14,1068.04,-0.568,1050.11,1027.24,1,0.0
2003-12-16,1068.04,1075.13,0.664,1050.92,1028.01,1,0.0
2003-12-17,1075.13,1076.48,0.126,1051.67,1028.81,1,0.0
2003-12-18,1076.48,1089.18,1.18,1052.77,1029.81,1,0.0
2003-12-19,1089.18,1088.67,-0.047,1053.77,1030.82,1,0.0
2003-12-22,1088.66,1092.94,0.393,1054.87,1031.84,1,0.0
2003-12-23,1092.94,1096.02,0.282,1055.88,1033.0,1,0.0
2003-12-24,1096.02,1094.04,-0.181,1056.78,1034.12,1,0.0
2003-12-26,1094.04,1095.89,0.169,1057.76,1035.42,1,0.0
2003-12-29,1095.89,1109.48,1.24,1058.95,1036.84,1,0.0
2003-12-30,1109.48,1109.64,0.014,1060.35,1038.2,1,0.0
2003-12-31,1109.64,1111.92,0.205,1061.7,1039.54,1,0.0
2004-01-02,1111.92,1108.48,-0.309,1062.95,1040.82,1,1.0
2004-01-05,1108.48,1122.22,1.24,1064.78,1042.14,1,0.0
2004-01-06,1122.22,1123.67,0.129,1066.58,1043.54,1,0.0
2004-01-07,1123.67,1126.33,0.237,1068.53,1044.89,1,0.0
2004-01-08,1126.33,1131.92,0.496,1070.55,1046.31,1,0.0
2004-01-09,1131.34,1121.86,-0.838,1072.05,1047.53,1,0.0
2004-01-12,1121.86,1127.23,0.479,1073.63,1048.78,1,0.0
2004-01-13,1127.23,1121.22,-0.533,1075.12,1049.99,1,0.0
2004-01-14,1121.22,1130.52,0.829,1076.71,1051.26,1,0.0
2004-01-15,1130.52,1132.05,0.135,1078.17,1052.65,1,0.0
2004-01-16,1132.05,1139.83,0.687,1079.9,1054.11,1,0.0
2004-01-20,1139.83,1138.77,-0.093,1081.64,1055.53,1,0.0
2004-01-21,1138.77,1147.62,0.777,1083.43,1057.04,1,0.0
2004-01-22,1147.62,1143.94,-0.321,1085.25,1058.45,1,0.0
2004-01-23,1143.94,1141.55,-0.209,1087.14,1059.78,1,0.0
2004-01-26,1141.55,1155.37,1.211,1089.31,1061.12,1,0.0
2004-01-27,1155.37,1144.05,-0.98,1091.02,1062.3,1,0.0
2004-01-28,1144.05,1128.48,-1.361,1092.42,1063.3,1,0.0
2004-01-29,1128.48,1134.11,0.499,1094.1,1064.43,1,0.0
2004-01-30,1134.11,1131.13,-0.263,1095.85,1065.42,1,0.0
2004-02-02,1131.13,1135.26,0.365,1097.87,1066.54,1,0.0
2004-02-03,1135.26,1136.03,0.068,1099.74,1067.8,1,0.0
2004-02-04,1136.03,1126.52,-0.837,1101.6,1068.9,1,0.0
2004-02-05,1126.52,1128.59,0.184,1103.47,1070.0,1,0.0
2004-02-06,1128.59,1142.76,1.256,1105.28,1071.28,1,0.0
2004-02-09,1142.76,1139.81,-0.258,1107.0,1072.38,1,0.0
2004-02-10,1139.81,1145.54,0.503,1108.74,1073.58,1,0.0
2004-02-11,1145.54,1157.76,1.067,1110.73,1074.76,1,0.0
2004-02-12,1157.76,1152.11,-0.488,1112.37,1075.92,1,0.0
2004-02-13,1152.11,1145.81,-0.547,1113.96,1077.15,1,0.0
2004-02-17,1145.81,1156.99,0.976,1115.8,1078.43,1,0.0
2004-02-18,1156.99,1151.82,-0.447,1117.44,1079.85,1,0.0
2004-02-19,1151.82,1147.06,-0.413,1119.15,1081.29,1,0.0
2004-02-20,1147.06,1144.11,-0.257,1120.65,1082.76,1,0.0
2004-02-23,1144.11,1140.99,-0.273,1122.27,1084.1,1,0.0
2004-02-24,1140.99,1139.09,-0.167,1123.87,1085.54,1,0.0
2004-02-25,1139.09,1143.67,0.402,1125.32,1086.79,1,0.0
2004-02-26,1143.67,1144.91,0.108,1126.73,1088.04,1,0.0
2004-02-27,1145.8,1144.94,-0.075,1128.27,1089.19,1,0.0
2004-03-01,1144.94,1155.96,0.962,1129.89,1090.4,1,0.0
2004-03-02,1155.97,1149.1,-0.594,1131.34,1091.5,1,0.0
2004-03-03,1149.1,1151.04,0.169,1132.58,1092.68,1,0.0
2004-03-04,1151.03,1154.88,0.334,1133.9,1093.84,1,0.0
2004-03-05,1154.87,1156.87,0.173,1135.18,1095.02,1,0.0
2004-03-08,1156.86,1147.21,-0.834,1136.2,1096.04,1,0.0
2004-03-09,1147.2,1140.58,-0.577,1137.13,1096.95,1,0.0
2004-03-10,1140.58,1123.89,-1.463,1137.69,1097.73,0,0.0
2004-03-11,1123.89,1106.78,-1.522,1137.64,1098.29,0,0.0
2004-03-12,1106.78,1120.57,1.246,1137.86,1099.11,0,0.0
2004-03-15,1120.57,1104.49,-1.435,1137.71,1099.7,0,0.0
2004-03-16,1104.49,1110.7,0.562,1137.75,1100.35,0,0.0
2004-03-17,1110.7,1123.75,1.175,1137.78,1101.28,0,0.0
2004-03-18,1123.75,1122.32,-0.127,1137.76,1102.17,0,0.0
2004-03-19,1122.32,1109.78,-1.117,1137.43,1102.98,0,0.0
2004-03-22,1109.78,1095.4,-1.296,1136.7,1103.62,0,0.0
2004-03-23,1095.4,1093.95,-0.132,1136.14,1104.09,0,0.0
